Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,num_academia,num_company
678,A Stratified Feature Ranking Method for Supervised Feature Selection,South China University of Technology,Shenzhen University,Shenzhen University,Shenzhen University,South China University of Technology,,,,,,,,,,,,,,,5.0,0.0
679,Deep Asymmetric Transfer Network for Unbalanced Domain Adaptation,Tsinghua National Laboratory for Information Science and Technology,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
680,Learning Robust Options,Technion – Israel Institute of Technology,Mind,McGill University,McGill University,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,5.0,0.0
681,Rainbow: Combining Improvements in Deep Reinforcement Learning,,,,,,,,,,,,,,,,,,,,0.0,0.0
682,Hierarchical Nonlinear Orthogonal Adaptive-Subspace Self-Organizing Map Based Feature Extraction for Human Action Recognition,Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences," MTdata, Meit",Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences," MTdata, Meit",,,,,,,,10.0,0.0
683,CoDiNMF: Co-Clustering of Directed Graphs via NMF,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,3.0,0.0
684,Counting Linear Extensions in Practice: MCMC versus Exponential Monte Carlo,Computer Science Department,University of Liverpool,University of Liverpool,Computer Science Department,,,,,,,,,,,,,,,,2.0,0.0
685,Flow-GAN: Combining Maximum Likelihood and Adversarial Learning in Generative Models,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,,,,,3.0,0.0
686,Model AI Assignments 2018,Rochester Institute of Technology,Northeastern University,Manhattan College,University of Massachusetts Lowell,University of Toronto,Massachusetts Institute of Technology,Stetson University,,,,,,,,,,,,,7.0,0.0
687,Measuring Catastrophic Forgetting in Neural Networks,Rochester Institute of Technology,Rochester Institute of Technology,Swarthmore College,Rochester Institute of Technology,Rochester Institute of Technology,,,,,,,,,,,,,,,5.0,0.0
688,Negative-Aware Influence Maximization on Social Networks *,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology,,,,,,,,,,,,,,,,,3.0,0.0
689,A Question-Focused Multi-Factor Attention Network for Question Answering,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,3.0,0.0
690,TipMaster: A Knowledge Base of Authoritative Local News Sources on Social Media,Institute for Research and Development,Institute for Research and Development,Institute for Research and Development,Institute for Research and Development,Institute for Research and Development,Institute for Research and Development,,,,,,,,,,,,,,6.0,0.0
691,DLPaper2Code: Auto-Generation of Code from Deep Learning Research Papers,Indraprastha Institute of Information Technology Delhi,IBM Research - Australia,,,,,,,,,,,,,,,,,,2.0,0.0
692,Imagination Machines: A New Challenge for Artificial Intelligence,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,1.0,0.0
693,Inference on Syntactic and Semantic Structures for Machine Comprehension,East China Normal University,East China Normal University,Shanghai Key Laboratory of Trustworthy Computing,East China Normal University,Shanghai Key Laboratory of Trustworthy Computing,,,,,,,,,,,,,,,5.0,0.0
694,Action Prediction from Videos via Memorizing Hard-to-Predict Samples,Northeastern University,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,,,,5.0,0.0
695,AI Meets Chemistry,IBM Research - Ireland,IBM Research - Ireland,,,,,,,,,,,,,,,,,,2.0,0.0
696,Order-Free RNN with Visual Attention for Multi-Label Classification,National Taiwan University,National Taiwan University,Carnegie Mellon University,National Taiwan University,National Taiwan University,,,,,,,,,,,,,,,5.0,0.0
697,Dual Attention Network for Product Compatibility and Function Satisfiability Analysis,University of Illinois at Chicago,Lehigh University,University of Illinois at Chicago,University of Illinois at Chicago,Tsinghua University,,,,,,,,,,,,,,,5.0,0.0
698,Tensorized Projection for High-Dimensional Binary Embedding,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,3.0,0.0
699,Maximum A Posteriori Inference in Sum-Product Networks,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,,,,,,3.0,0.0
700,Attention-Based Transactional Context Embedding for Next-Item Recommendation,University of Technology Sydney,University of Science and Technology of China,,,,,,,,,,,,,,,,,,2.0,0.0
701,Budget-Constrained Multi-Armed Bandits with Multiple Plays, Dept. of Mechanical Engineering,"University of California, Berkeley",,,,,,,,,,,,,,,,,,2.0,0.0
702,Generalized Value Iteration Networks: Life Beyond Lattices,Clemson University," Uber Advanced Technologies Group, 100 32nd St, Pittsburgh, PA 15201, US",Clemson University,Clemson University,Clemson University,Carnegie Mellon University,,,,,,,,,,,,,,5.0,0.0
703,Sensor-Based Activity Recognition via Learning from Distributions,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,3.0,0.0
704,SC2Net: Sparse LSTMs for Sparse Coding *,Institute of High Performance Computing,Institute of High Performance Computing,Institute of High Performance Computing,Sichuan University,Institute of High Performance Computing,Institute of High Performance Computing,Institute of High Performance Computing,University of Technology Sydney,Polish Academy of Sciences,Amazon (United States),Nanyang Technological University,,,,,,,,,10.0,1.0
705,AMR Parsing with Cache Transition Systems,University of Rochester,University of Rochester,University of Padua,,,,,,,,,,,,,,,,,3.0,0.0
706,Emphasizing 3D Properties in Recurrent Multi-View Aggregation for 3D Shape Retrieval,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,,,4.0,0.0
707,MDP-Based Cost Sensitive Classification Using Decision Trees,"Software and Information Systems Engineering Ben Gurion University, Israe","Software and Information Systems Engineering Ben Gurion University, Israe",,,,,,,,,,,,,,,,,,2.0,0.0
708,Beyond Link Prediction: Predicting Hyperlinks in Adjacency Space,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,4.0,0.0
709,Fact Checking in Community Forums,Sofia University,Hamad bin Khalifa University,Hamad bin Khalifa University,Hamad bin Khalifa University,Massachusetts Institute of Technology,Sofia University,Massachusetts Institute of Technology,,,,,,,,,,,,,7.0,0.0
710,Deep Representation-Decoupling Neural Networks for Monaural Music Mixture Separation,Hong Kong Polytechnic University,Shanghai Jiao Tong University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,5.0,0.0
711,A Regression Approach for Modeling Games with Many Symmetric Players,Swarthmore College,Swarthmore College,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,3.0,0.0
712,Vertical Domain Text Classification: Towards Understanding IT Tickets Using Deep Neural Networks,"SAP Innovation Center, Singapor","SAP Innovation Center, Singapor",,,,,,,,,,,,,,,,,,2.0,0.0
713,Predicting Depression Severity by Multi-Modal Feature Engineering and Fusion,University of Washington,University of Washington,University of Washington,Texas A&M University,Xi'an Jiaotong University,,,,,,,,,,,,,,,5.0,0.0
714,MuseGAN: Multi-Track Sequential Generative Adversarial Networks for Symbolic Music Generation and Accompaniment,"Research Center for Information Technology Innovation, Academia Sinica","Research Center for Information Technology Innovation, Academia Sinica",National Tsing Hua University,"Research Center for Information Technology Innovation, Academia Sinica","Research Center for Information Technology Innovation, Academia Sinica",,,,,,,,,,,,,,,5.0,0.0
715,Deeper Insights into Graph Convolutional Networks for Semi-Supervised Learning,Hong Kong Polytechnic University,Hong Kong Polytechnic University,ETH Zurich,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,4.0,0.0
716,Reinforcement Learning in POMDPs with Memoryless Options and Option-Observation Initiation Sets,Vrije Universiteit Brussel,Vrije Universiteit Brussel,Vrije Universiteit Brussel," PROWLER.io, 66-68 Hills Road, Cambridge CB2 1LA, United Kingdo",Vrije Universiteit Brussel,Vrije Universiteit Brussel,,,,,,,,,,,,,,5.0,1.0
717,Lookine: Let the Blind Hear a Smile,Tsinghua University,Ministry of Education,Tsinghua University,Ministry of Education,Tsinghua University,Ministry of Education,Tsinghua University,Ministry of Education,Tsinghua University,,,,,,,,,,,9.0,0.0
718,Investigating Inner Properties of Multimodal Representation and Semantic Compositionality with Brain-Based Componential Semantics,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Psychology,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,9.0,0.0
719,A Neural Attention Model for Urban Air Quality Inference: Learning the Weights of Monitoring Stations,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,4.0,0.0
720,Multiagent Simple Temporal Problem: The Arc-Consistency Approach,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,Chinese Academy of Sciences,,,,,,,,,,,,,,,,4.0,0.0
721,Towards a Unified Framework for Syntactic Inconsistency Measures,Universidade de São Paulo,"University of Maryland, College Park",University College London,Artois University,,,,,,,,,,,,,,,,4.0,0.0
722,Splitting an LP MLN Program,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,4.0,0.0
723,Group-Pair Convolutional Neural Networks for Multi-View Based 3D Object Retrieval,Tianjin University of Technology,Tianjin University of Technology,Tianjin University of Technology,Tianjin University of Technology,National University of Singapore,Tianjin University of Technology,Tianjin University of Technology,,,,,,,,,,,,,7.0,0.0
724,Video-Based Person Re-Identification via Self Paced Weighting," Collaborative Innovation Center of Geospatial Technology, Chin",Wuhan University,Wuhan University," Collaborative Innovation Center of Geospatial Technology, Chin",Wuhan University," Collaborative Innovation Center of Geospatial Technology, Chin",Wuhan University,National Institute of Informatics," Collaborative Innovation Center of Geospatial Technology, Chin",Wuhan University,Wuhan University," Collaborative Innovation Center of Geospatial Technology, Chin",Wuhan University,,,,,,,6.0,0.0
725,Learning Mixtures of Random Utility Models,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,,3.0,0.0
726,Adapting to Concept Drift in Credit Card Transaction Data Streams Using Contextual Bandits and Decision Trees,Vrije Universiteit Brussel,Vrije Universiteit Brussel,Maastricht University,Maastricht University,Vrije Universiteit Brussel,,,,,,,,,,,,,,,5.0,0.0
727,Building Deep Networks on Grassmann Manifolds,ETH Zurich,ETH Zurich,ETH Zurich,KU Leuven,,,,,,,,,,,,,,,,4.0,0.0
728,On Trivial Solution and High Correlation Problems in Deep Supervised Hashing *,Tsinghua University,Tsinghua University,Tsinghua University,Lancaster University,,,,,,,,,,,,,,,,4.0,0.0
729,Exact MAP-Inference by Confining Combinatorial Search with LP Relaxation,Heidelberg University,Heidelberg University,Heidelberg University,,,,,,,,,,,,,,,,,3.0,0.0
730,Optimised Maintenance of Datalog Materialisations,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,3.0,0.0
731,Knowledge-Based Policies for Qualitative Decentralized POMDPs,UNSW Sydney,Franc ¸ois Schwarzentruber Univ. Rennes,Institut de Recherche en Informatique et Systèmes Aléatoires,Université de Caen Normandie,French National Centre for Scientific Research,,,,,,,,,,,,,,,3.0,0.0
732,StackReader: An RNN-Free Reading Comprehension Model,Columbia University,Zhejiang University of Science and Technology,,,,,,,,,,,,,,,,,,2.0,0.0
733,SKIPFLOW: Incorporating Neural Coherence Features for End-to-End Automatic Text Scoring,Institute for Infocomm Research,Nanyang Technological University,,,,,,,,,,,,,,,,,,2.0,0.0
734,Learning from Unannotated QA Pairs to Analogically Disambiguate and Answer Questions,Northwestern University,Northwestern University,Northwestern University,,,,,,,,,,,,,,,,,3.0,0.0
735,Weakly Supervised Induction of Affective Events by Optimizing Semantic Consistency,University of Utah,University of Utah,,,,,,,,,,,,,,,,,,2.0,0.0
736,Syntax-Directed Attention for Neural Machine Translation,Harbin Institute of Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,5.0,0.0
737,Stochastic Non-Convex Ordinal Embedding with Stabilized Barzilai-Borwein Step Size,Institute of Information Engineering,University of Chinese Academy of Sciences,Jiangxi Normal University,Hong Kong University of Science and Technology, Tencent AI La,Institute of Information Engineering,Institute of Information Engineering, Tencent AI La,Hong Kong University of Science and Technology,,,,,,,,,,,7.0,0.0
